show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description
80245299;TV Show;Ponysitters Club                                                               ;;Morgan Neundorf, Madeline Leon, Khiyla Aynne, Cailan Laine Punnewaert, Zyon Allen, Maya Franzoi, Victoria Tomazelli, Hugh Wilson, Diana Chrisman                                                                                                     ;Canada                                             ; November 16, 2018;2018;TV-Y7   ;2 Season;Kids' TV, TV Dramas                                              ;A young horse enthusiast teams up with her best friends to rescue and rehabilitate animals on her family's beloved ranch.                                  
80245353;TV Show;Basketball or Nothing                                                          ;;;United States                                      ;August 2, 2019    ;2019;TV-PG   ;1 Season;Docuseries, Reality TV                                           ;Follow the Chinle High basketball team in Arizona's Navajo Nation on a quest to win a state championship and bring pride to their isolated community.      
80986797;TV Show;Forest of Piano                                                                ;;Soma Saito, Junichi Suwabe, Natsuki Hanae, Yuichi Nakamura, Kenn, Aoi Yuki, Mariya Ise, Katsuyuki Konishi, Toshiyuki Toyonaga, Koji Yusa, Hiroshi Yanaka, Ryoko Shiraishi, Yo Taichi, Marie Miyake, Ryo Hirohashi, Motoko Kumai, Maaya Sakamoto, Hide;Japan                                              ; June 24, 2019    ;2019;TV-PG   ;2 Season;Anime Series, International TV Shows                             ;"Kai grows up playing an old piano discarded in the woods; Shuhei's father is a famous pianist. Their chance meeting transforms their lives and music.      "
80986854;TV Show;I Think You Should Leave with Tim Robinson                                     ;;Tim Robinson, Andy Samberg, Sam Richardson, Will Forte, Fred Willard, Cecily Strong, Tim Heidecker, Kate Berlant                                                                                                                                     ;United States                                      ;April 23, 2019    ;2019;TV-MA   ;1 Season;TV Comedies                                                      ;There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.                         
80987077;TV Show;Signal                                                                         ;;Kim Hye-su, Lee Je-hoon, Cho Jin-woong, Jang Hyun-sung, Jeong Hae-gyoon, Kim Won-hae, Jung Han-bi, Lee Yu-jun, Son Hyeon-ju                                                                                                                          ;South Korea                                        ;October 1, 2019   ;2016;TV-14   ;1 Season;Crime TV Shows, International TV Shows, Korean TV Shows          ;Communicating via a walkie-talkie that transcends time, a profiler from 2015 and a detective from 1989 join forces to tackle crimes and injustice.         
80987113;TV Show;The Princess Weiyoung                                                          ;;Tiffany Tang, Luo Jin, Vanness Wu, Rachel Momo, Hsin Ai Lee                                                                                                                                                                                          ;China                                              ;May 10, 2019      ;2016;TV-14   ;1 Season;International TV Shows, Romantic TV Shows, TV Dramas             ;A princess descended from a ruined noble family disguises herself as the woman who saved her life and embarks on a mission to avenge her loved ones.       
80987209;TV Show;Rica, Famosa, Latina                                                           ;;;United States                                      ; April 26, 2019   ;2016;TV-14   ;4 Season;International TV Shows, Reality TV, Spanish-Language TV Shows    ;This reality series follows the lives of a group of wealthy, successful Latina women in Los Angeles.                                                       
80987458;TV Show;Special                                                                        ;;Ryan O'Connell, Jessica Hecht, Punam Patel, Marla Mindelle, Augustus Prew, Patrick Fabian                                                                                                                                                            ;United States                                      ;April 12, 2019    ;2019;TV-MA   ;1 Season;TV Comedies                                                      ;A young gay man with cerebral palsy branches out from his insular existence in hopes of finally going after the life he wants.                             
80987516;TV Show;Three Days of Christmas                                                        ;;Victoria Abril, Elena Anaya, Mar Ayala, Nerea Barros, Berta Castañé, Verónica Echegui, Verónica Forqué, �?ngela Molina, Anna Moliner, Charo López, Mariona Pagès, Carla Tous, Carles Arquimbau, Manel Barceló, Nausicaa Bonnín, Alicia Borra;Spain                                              ;December 6, 2019  ;2019;TV-MA   ;1 Season;International TV Shows, Spanish-Language TV Shows, TV Dramas     ;Four sisters deal with family drama and secrets throughout three different time periods, all occurring on Christmas Day.                                   
80987753;TV Show;The Degenerates                                                                ;;Big Jay Oakerson, Brad Williams, Yamaneika Saunders, Liza  Treyger, Joey Diaz, Christina Pazsitzky                                                                                                                                                   ;;October 30, 2018  ;2018;TV-MA   ;1 Season;Stand-Up Comedy & Talk Shows, TV Comedies                        ;Six stand-ups explore the coarse and salacious side of comedy in this series of half-hour specials. For mature audiences.                                  
80987906;TV Show;Yu-Gi-Oh! Arc-V                                                                ;;Mike Liscio, Emily Bauer, Billy Bob Thompson, Alyson Leigh Rosenfeld, Michael Crouch                                                                                                                                                                 ;Japan, Canada                                      ; May 1, 2018      ;2015;TV-Y7   ;2 Season;Anime Series, Kids' TV                                           ;"Now that he's discovered the Pendulum Summoning technique, Yuya's dream of becoming the greatest ""dueltainer"" is in reach – but it won't be easy!        "
80988048;Movie  ;The Meaning of Monty Python                                                    ;Albert Sharpe                                                                                         ;;United States                                      ;October 2, 2018   ;2013;TV-MA   ;60 min  ;Documentaries                                                    ;"Five Pythons reflect on their creative process, politics, television and the making of their award-winning final film, ""The Meaning of Life.""              "
80988062;Movie  ;Black Mirror: Bandersnatch                                                     ;;Fionn Whitehead, Will Poulter, Craig Parkinson, Alice Lowe, Asim Chaudhry                                                                                                                                                                            ;United States                                      ;December 28, 2018 ;2018;TV-MA   ;312 min ;Dramas, International Movies, Sci-Fi & Fantasy                   ;In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings.     
80988793;TV Show;Cooking on High                                                                ;;Josh Leyva, Ngaio Bealum                                                                                                                                                                                                                             ;United States                                      ;June 22, 2018     ;2018;TV-MA   ;1 Season;Reality TV                                                       ;In the first-ever competitive cannabis cooking show, two chefs prepare mouthwatering marijuana-infused dishes for a panel of very chill celeb judges.      
80988815;TV Show;Marching Orders                                                                ;;;United States                                      ;August 3, 2018    ;2018;TV-14   ;1 Season;Docuseries                                                       ;A top-ranked college marching band’s members fight to keep their spots, memorize routines, tend to their social lives – and slay the competition.      
80988832;Movie  ;Sad Hill Unearthed                                                             ;Guillermo de Oliveira                                                                                 ;;Spain                                              ;December 15, 2018 ;2017;TV-14   ;83 min  ;Documentaries, International Movies                              ;"An eclectic group of fans of 1966's ""The Good, the Bad and the Ugly"" attempt to restore the cemetery set in Spain where the movie's climax was filmed.     "
80988860;TV Show;If I Hadn't Met You                                                            ;;Pablo Derqui, Mercedes Sampietro, Andrea Ros, Javier Beltrán, Paula Malia, David Vert, Muguet Franc, Miquel García Borda, Berta Garcia, Joel Bramona, Montse Guallar, Abel Folk, Sergi López, Òscar Jarque, Eli Iranzo                           ;Spain                                              ;March 15, 2019    ;2018;TV-MA   ;1 Season;International TV Shows, Romantic TV Shows, TV Dramas             ;Eduard, a husband and father who loses his family in a tragic accident, travels to parallel universes to seek a better fate for his beloved wife.          
80989848;TV Show;Save Our Shelter                                                               ;;Rocky Kanaka, Rob North                                                                                                                                                                                                                              ;United States                                      ;August 18, 2018   ;2015;TV-G    ;1 Season;Reality TV                                                       ;Pet rescue expert Rocky Kanaka and renovation specialist Rob North travel across North America, transforming animal shelters to help homeless pets.        
80989867;TV Show;The Apartment                                                                  ;;Jamie Durie, Laurence Llewelyn-Bowen                                                                                                                                                                                                                 ;Singapore                                          ; December 14, 2018;2014;TV-PG   ;2 Season;International TV Shows, Reality TV                               ;With their eyes on the grand prize, amateur designers push their creative limits in this reality competition show hosted by design icon Jamie Durie.       
80989891;TV Show;Fit for Fashion                                                                ;;Louise Roe                                                                                                                                                                                                                                           ;; December 14, 2018;2015;TV-14   ;2 Season;International TV Shows, Reality TV                               ;In this reality series, physique meets fashion as contestants compete in challenges to transform both body and image for the grand prize of $100,000.      
80989919;TV Show;Twice Upon A Time                                                              ;;Gaspard Ulliel, Freya Mavor                                                                                                                                                                                                                          ;France                                             ;December 19, 2019 ;2019;TV-MA   ;1 Season;International TV Shows, Romantic TV Shows, TV Dramas             ;Months after a crushing breakup, a man receives a mysterious package that opens a portal to the past – and gives him a chance to win back his ex.        
80989924;TV Show;Greatest Events of WWII in Colour                                              ;;;United Kingdom                                     ;November 8, 2019  ;2019;TV-14   ;1 Season;British TV Shows, Docuseries, International TV Shows             ;From the attack on Pearl Harbor to D-Day, the most pivotal events of World War II come to life in this vivid docuseries featuring colorized footage.       
80990464;TV Show;�?者�?ットリ�??ん                                                       ;;;Japan                                              ; December 23, 2018;2012;TV-Y7   ;2 Season;Anime Series, Kids' TV                                           ;Hailing from the mountains of Iga, Kanzo Hattori moves in with elementary school student Kenichi Mitsuba and his family to hone his skills as a ninja.     
80990571;TV Show;Blue Planet II                                                                 ;;David Attenborough                                                                                                                                                                                                                                   ;United Kingdom                                     ;December 3, 2018  ;2017;TV-G    ;1 Season;British TV Shows, Docuseries, Science & Nature TV                ;"This sequel to the award-winning nature series ""Blue Planet"" dives beneath Earth's oceans to reveal the dazzling vistas and amazing creatures there.       "
80990609;TV Show;The Neighbor                                                                   ;;Quim Gutiérrez, Clara Lago, Adrián Pino, Catelina Sopelana                                                                                                                                                                                         ;Spain                                              ;December 31, 2019 ;2019;TV-MA   ;1 Season;International TV Shows, Spanish-Language TV Shows, TV Comedies   ;Self-centered Javier's life gets a bit messy when he unexpectedly becomes a superhero – and his recent ex is tasked with uncovering his identity.        
80990612;TV Show;Sword Art Online Alternative: Gun Gale Online                                  ;;Tomori Kusunoki, Yoko Hikasa, Kazuyuki Okitsu, Chinatsu Akasaki                                                                                                                                                                                      ;Japan                                              ;February 1, 2019  ;2018;TV-14   ;1 Season;Anime Series, International TV Shows                             ;College student Karen takes up Gun Gale Online and gets a reputation as the Pink Demon. Then her gaming buddy Pitohui asks her to join the Squad Jam.      
80990849;TV Show;The Movies That Made Us                                                        ;;;United States                                      ;November 29, 2019 ;2019;TV-MA   ;1 Season;Docuseries                                                       ;These blockbusters brought us together and gave us the time of our lives. Meet the actors, directors and industry insiders who made them happen.           
80990935;TV Show;Something in the Rain                                                          ;;Son Ye-jin, Jung Hae-in, Jang So-yeon                                                                                                                                                                                                                ;South Korea                                        ;May 26, 2018      ;2018;TV-MA   ;1 Season;International TV Shows, Korean TV Shows, Romantic TV Shows       ;Reunited with her best friend’s younger brother, who’s back from a stint abroad, a recently dumped career woman begins to see him in a new light.      
80991025;Movie  ;Pacificum: Return to the Ocean                                                 ;Mariana Tschudi, Héctor Gálvez                                                                      ;;Peru                                               ;June 15, 2018     ;2017;TV-G    ;74 min  ;Documentaries, International Movies                              ;Four scientists offer a sweeping yet intimate exploration of Peru's majestic coastline by land, sea and air.                                               
80991060;TV Show;Flavorful Origins                                                              ;;Yang Chen                                                                                                                                                                                                                                            ;China                                              ; October 30, 2019 ;2019;TV-G    ;2 Season;Docuseries, International TV Shows                               ;Delve into the delectable world of Chaoshan cuisine, explore its unique ingredients and hear the stories of the people behind its creation.                
80991329;TV Show;Larva Island                                                                   ;;Hong Bum-ki, Eddy Lee, Ahn Hyo-min, Kang Shi-hyun, Tom Wayland, Erica Schroeder                                                                                                                                                                      ;; March 1, 2019    ;2019;TV-Y7   ;2 Season;Kids' TV, Korean TV Shows, TV Comedies                           ;Stranded on a tropical island, two silly larva buddies find slapstick fun in everything from discovering food to meeting new animal friends.               
80991872;TV Show;1994                                                                           ;Diego Enrique Osorno                                                                                  ;;Mexico                                             ;May 17, 2019      ;2019;TV-MA   ;1 Season;Crime TV Shows, Docuseries, International TV Shows               ;Archival video and new interviews examine Mexican politics in 1994, a year marked by the rise of the EZLN and the assassination of Luis Donaldo Colosio.   
80991879;TV Show;Examination of Conscience                                                      ;;;Spain                                              ;January 25, 2019  ;2019;TV-MA   ;1 Season;Crime TV Shows, Docuseries, International TV Shows               ;Allegations of child sexual abuse in Spain's Catholic institutions are examined in interviews with survivors, clergy, journalists and other experts.       
80992039;Movie  ;Two Catalonias                                                                 ;�?lvaro Longoria, Gerardo Olivares                                                                    ;;Spain                                              ;September 28, 2018;2018;TV-MA   ;117 min ;Documentaries, International Movies                              ;Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain.    
80992137;TV Show;CAROLE & TUESDAY                                                               ;;Miyuri Shimabukuro, Kana Ichinose, Akio Otsuka, Miyu Irino, Sumire Uesaka, Hiroshi Kamiya, Mamoru Miyano, Kenyu Horiuchi, Tomoko Miyadera, Takahiro Sakurai, Maaya Sakamoto, Hiroki Yasumoto                                                         ;Japan                                              ;August 30, 2019   ;2019;TV-MA   ;1 Season;Anime Series, International TV Shows, Teen TV Shows              ;Part-timer Carole meets rich girl Tuesday, and each realizes they've found the musical partner they need. Together, they just might make it.               
80992228;TV Show;KENGAN ASHURA                                                                  ;;Tatsuhisa Suzuki, Cho, Jouji Nakata, Yumi Uchiyama, Hayato Kaneko, Tetsu Inada, Yasuyuki Kase, Junya Enoki, Daisuke Namikawa, Ryuzo Hasuike                                                                                                          ;United States, Japan                               ; October 31, 2019 ;2019;TV-MA   ;2 Season;Anime Series, International TV Shows                             ;Ohma Tokita enters a hidden world where corporate disputes are settled in brutal gladiator bouts. Forget the money, he just wants to fight – and win.    
80992231;Movie  ;Numero Zero. The Roots of Italian Rap                                          ;Enrico Bisi                                                                                           ;;Italy                                              ;April 15, 2018    ;2015;TV-MA   ;91 min  ;Documentaries, International Movies, Music & Musicals            ;In the '90s, the explosive popularity of hip-hop music in Italy impacts the nation's character while creating a new kind of renegade artist.               
80992500;Movie  ;Santo Cachón                                                                  ;;;Colombia                                           ;October 26, 2018  ;2018;TV-14   ;87 min  ;Comedies, International Movies, Romantic Movies                  ;A man whose wife is repeatedly cheating on him turns to his friends for support in this wacky comedy.                                                      
80992787;TV Show;Revisions                                                                      ;;Koki Uchiyama, Mikako Komatsu, Nobunaga Shimazaki, Rie Takahashi, Manaka Iwami, Soma Saito                                                                                                                                                           ;Japan                                              ;May 14, 2019      ;2018;TV-14   ;1 Season;Anime Series, International TV Shows                             ;When Shibuya time-warps to 2388, high schooler Daisuke and his friends are conscripted by AHRV agent Milo to fight the hostile cyborg race, revisions.     
80992853;TV Show;Ingress: The Animation                                                         ;;Yoshiki Nakajima, Reina Ueda, Shigeo Kiyama, Tarusuke Shingaki, Kohsuke Toriumi, Kentaro Tone, Hiroo Sasaki, Megumi Ogata                                                                                                                            ;Japan                                              ;April 30, 2019    ;2018;TV-MA   ;1 Season;Anime Series, Crime TV Shows, International TV Shows             ;After scientists discover a mysterious substance that can influence human minds, two factions wage an all-out battle to control its awesome power.         
80992963;TV Show;The Story of Us with Morgan Freeman                                            ;;Morgan Freeman                                                                                                                                                                                                                                       ;United States                                      ;February 1, 2019  ;2017;TV-14   ;1 Season;Docuseries                                                       ;Explore the forces of love, belief, power, war, peace, rebellion and freedom in this series about the ties that bind – and destroy – humanity.         
80993062;TV Show;The I-Land                                                                     ;;Natalie Martinez, Kate Bosworth, Ronald Peet, Kyle Schmid, Alex Pettyfer, Sibylla Deen, Gilles Geary, Anthony Lee Medina, Kota Eberhardt, Michelle Veintimilla, Bruce McGill                                                                         ;United States                                      ;September 12, 2019;2019;TV-MA   ;1 Season;TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy            ;Wiped clean of memories and thrown together, a group of strangers fight to survive harsh realities – and the island that traps them.                     
80993087;TV Show;Melodies of Life - Born This Way                                               ;;;;June 21, 2019     ;2016;TV-14   ;1 Season;International TV Shows, Romantic TV Shows, TV Comedies           ;A celebrated pastry chef and his fellow staff members at a bake shop embark on bittersweet adventures in love, work and friendship.                        
80993088;TV Show;Love Rhythms - Accidental Daddy                                                ;;Udom Taephanit                                                                                                                                                                                                                                       ;;June 18, 2018     ;2016;TV-MA   ;1 Season;International TV Shows, TV Comedies, TV Dramas                   ;A successful DJ's bachelor lifestyle is upended by a young woman who claims to be his long lost daughter.                                                  
80993106;TV Show;The Underwear                                                                  ;;Thanabordee Jaiyen, Emika Grant Emma, Tantimedh Chisanusha, Siribanchawan Jidapa, Supanut Sudjinda                                                                                                                                                   ;;June 19, 2018     ;2017;TV-MA   ;1 Season;International TV Shows, TV Dramas, Teen TV Shows                 ;Virtual and real worlds collide as a group of teenagers who are grappling with matters of the heart cross paths in a cafe and on an anonymous website.     
80993149;Movie  ;Maynard                                                                        ;Samuel D. Pollard                                                                                     ;;United States                                      ;September 2, 2018 ;2017;TV-PG   ;100 min ;Documentaries                                                    ;Friends, family and political titans recall the impact of Atlanta's Maynard Jackson, the first African-American mayor of a major Southern city.            
80993613;TV Show;The Rise of Phoenixes                                                          ;;Chen Kun, Ni Ni, Zhao Lixin, Ni Dahong, Yuan Hong, Wang Ou, Bai Jinting, Zhang Xiaochen, Mei Ting, Liu Mintao, Yu Mingjia, Hou Yansong, Hai Yitian, Shi An, Shao Tong                                                                                ;China                                              ;September 14, 2018;2018;TV-14   ;1 Season;International TV Shows, Romantic TV Shows, TV Action & Adventure ;When a secret from the past rears its head, a respected court scholar must choose between avenging her family and staying true to the prince she loves.    
80993625;TV Show;Oh My Ghost                                                                    ;;Nuengthida Sophon, Keerati Mahaprukpong, Arak Amornsupasiri, Malinee Adelaide Coates                                                                                                                                                                 ;Thailand                                           ;November 21, 2018 ;2018;TV-MA   ;1 Season;International TV Shows, Romantic TV Shows, TV Comedies           ;When a skilled but timid chef is possessed by a sassy spirit, her newfound confidence catches the eye of her longtime crush, a culinary hotshot.           
80993627;TV Show;Unrequited Love                                                                ;;Zhu Yanmanzi, Zhao Shunran, Shen Yu, Zhang Yichi, Mengqin, Esther Chen, Zhang Zhehao, He Meixuan, Yuan Baizihui                                                                                                                                      ;China                                              ;July 17, 2019     ;2019;TV-14   ;1 Season;International TV Shows, Romantic TV Shows, TV Dramas             ;A complicated, one-sided secret attraction sends ripples through the lives of a mild-mannered student and her dashing classmate.                           
80993739;TV Show;Sotus The Series                                                               ;;Sangpotirat Perawat, Ruangroj Prachaya                                                                                                                                                                                                               ;Thailand                                           ;May 25, 2019      ;2016;TV-14   ;1 Season;International TV Shows, Romantic TV Shows, TV Dramas             ;When freshman engineering student Kongpob stands up to older bully Arthit, their confrontation soon leads to a deep attraction between the two boys.       
80993756;TV Show;Kiss The Series                                                                ;;Lapassalal Jiravechsoontornkul, Mook Worranit Thawornwong, Jirakit Thawornwong, Sattaphong Phiangphor                                                                                                                                                ;;May 26, 2019      ;2016;TV-14   ;1 Season;International TV Shows, Romantic TV Shows, TV Dramas             ;After a night out, Sandee wakes to discover she and her buddy have either taken their platonic friendship to a whole new level or ruined it forever.       
80993774;TV Show;Roonpi Secret Love                                                             ;;Kanyawee Songmuang, Korapat Kirdpan                                                                                                                                                                                                                  ;Thailand                                           ; June 21, 2019    ;2016;TV-PG   ;3 Season;International TV Shows, Romantic TV Shows, Teen TV Shows         ;High school senior Belle pursues a shy junior boy. Dog-phobic Emma meets a handsome veterinary student. Baking blogger Mielle falls for her critic.        
80993794;TV Show;�?ผนร้ายนายเจ้าเล่ห์                      ;;Chutavuth Pattarakampol, Sheranut Yusananda, Nichaphat Chatchaipholrat, Thassapak Hsu                                                                                                                                                                ;;March 30, 2019    ;2016;TV-14   ;1 Season;International TV Shows, Romantic TV Shows, TV Comedies           ;When two brothers fall for two sisters, they quickly realize the age differences between them are too big to ignore.                                       
80993816;TV Show;Ugly Duckling                                                                  ;;Mook Worranit Thawornwong, Puttichai Kasetsin, Natcha Juntapan, Neen Suwanamas, Esther Supreeleela, Shaun Jindachote, Lapassalal Jiravechsoontornkul, Chatchawit Techarukpong                                                                        ;Thailand                                           ; February 15, 2019;2015;TV-14   ;4 Season;International TV Shows, Romantic TV Shows, TV Dramas             ;Young women face up to their insecurities and circumstances, finding love and laughs along the way. Featuring a different storyline every season.          
80994108;TV Show;Sisters                                                                        ;;Lucy Durack, Antonia Prebble, Maria Angelico, Dan Spielman, Charlie Garber, Lindsay Farris, Zindzi Okenyo, Catherine McClements, Roy Billing, Magda Szubanski                                                                                        ;Australia                                          ;September 1, 2018 ;2018;TV-MA   ;1 Season;International TV Shows, TV Comedies, TV Dramas                   ;Her dad's deathbed confession leads Julia to discover she has more than 100 brothers and two sisters: troubled TV star Roxy and uptight lawyer Edie.       
80994222;TV Show;Historical Roasts                                                              ;;Jeff Ross, Bob Saget, James Adomian, Rachel Feinstein, Jerry Minor, Ayden Mayeri, Jaleel White, Natasha Leggero, Yamaneika Saunders, John Stamos, Nikki Glaser, Seth Green, Fortune Feimster, Jon Lovitz, Mindy Rickles, Gilbert Gottfried, Sasheer Z;United States                                      ;May 27, 2019      ;2019;TV-MA   ;1 Season;Stand-Up Comedy & Talk Shows, TV Comedies                        ;"""Roastmaster General"" Jeff Ross and a slew of guest stars poke fun at major historical figures while also honoring their enduring impact on the world.     "
80994442;Movie  ;A new Capitalism                                                               ;;;Brazil                                             ;June 12, 2018     ;2017;TV-PG   ;76 min  ;Documentaries, International Movies                              ;Entrepreneurs worldwide explore alternatives to current capitalist structures, advocating for profitable businesses that also tackle social inequality.    
80994738;TV Show;ThirTEEN Terrors                                                               ;;Thanapatpisal Sananthachat, Panisara Montharat, Sutatta Udomsilp, Teetatch Ratanasritai, Fame Chawin Likitjareonpong, Paladesh Kemisara, Thiti Mahayotaruk, Napat Chokejindachai, Um Apasiri Nitibhon, Skye Nateeton Wongrawee, Narikun Ketprapakorn,;Thailand                                           ;March 1, 2019     ;2014;TV-MA   ;1 Season;International TV Shows, TV Horror, TV Mysteries                  ;A group of teens searches for the dark truth behind their school's mysterious and brutal history.                                                          
80994754;TV Show;Project S The Series                                                           ;;Wiwattanawarang Oabnithi, Mahayotaruk Thiti, Lerkcharoempoj Papangkorn, Imanothai Kawin, Sakuljaroensuk Apinya, Oat Pasakorn Sanrattana, Leeratanakajorn Thanapob, Skye Nateeton Wongrawee, Supapunpinyo Teeradon, Chansangavej Chayanit, Ketprapakor;Thailand                                           ; October 19, 2018 ;2017;TV-14   ;4 Season;International TV Shows, TV Dramas, Teen TV Shows                 ;Sports and friendship intertwine in tales of a volleyball team, an autistic badminton player, a skateboarder with depression and an archery-club crush.    
80994807;Movie  ;Skydancers                                                                     ;Fredric Lean                                                                                          ;;United States, France                              ;June 27, 2018     ;2014;TV-G    ;49 min  ;Documentaries, Sports Movies                                     ;Only a few women pilots take part in the sport of aerobatics. Director Fredric Lean captures their powerful spirit at the World Aerobatic Championships.   
80995039;TV Show;Ares                                                                           ;;Jade Olieberg, Tobias Kersloot, Lisa Smit, Frieda Barnhard, Hans Kesting, Rifka Lodeizen, Robin Boissevain, Jennifer Welts, Steef de Bot, Jip van den Dool, Janni Goslinga, Dennis Rudge, Ian Bok, Roos Dickmann, Minne Koole, Alexander Brouwer     ;;January 17, 2020  ;2020;TV-MA   ;1 Season;International TV Shows, TV Dramas, TV Horror                     ;Aiming to become part of Amsterdam's elite, an ambitious college student joins an exclusive society, unaware it's hiding a horrifying secret.              
80995044;TV Show;Man vs Wild with Sunny Leone                                                   ;;Bear Grylls, Sunny Leone                                                                                                                                                                                                                             ;;December 1, 2018  ;2018;TV-PG   ;1 Season;International TV Shows, Reality TV, TV Action & Adventure        ;The adventures of Bear Grylls get a unique spin as Bollywood star Sunny Leone hosts the show famous for revealing Bear's wilderness survival skills.       
80995073;TV Show;Queens vs. Kings                                                               ;;Varun Thakur, Anu Menon, Rahul Subramanian, Siddharth Dudeja, Supriya Joshi, Utsav Chakraborty, Saadiya Ali, Kavya Bector, Kumar Varun                                                                                                               ;;October 25, 2018  ;2018;TV-14   ;1 Season;Stand-Up Comedy & Talk Shows, TV Comedies                        ;"No ""ism"" is left unturned in this celebrity game show that battles stereotypes and sexism by pitting male and female comedians against each other.         "
80995077;Movie  ;Little Singham aur Kaal ka Mahajaal                                            ;Prakash Satam                                                                                         ;;;December 1, 2018  ;2018;TV-Y7-FV;68 min  ;Children & Family Movies, Comedies                               ;When Kaal, the vilest demon on earth, threatens to destroy his village, child cop Little Singham must use his strength and smarts to fight back.           
80995078;Movie  ;Little Singham in London                                                       ;Prakash Satam                                                                                         ;;;April 22, 2019    ;2019;TV-Y7   ;66 min  ;Children & Family Movies, Comedies                               ;Little Singham is in London to meet the queen, but when the famed Kohinoor Diamond gets stolen, the kid cop goes on a wild, citywide hunt for the thief.   
80995079;Movie  ;Little Singham Bandarpur Mein Hu Ha Hu                                         ;;Anamaya Verma, Ganesh Divekar, Jigna Bharadhwaj, Jitendra Dasadiva, Manoj Pandey, Manish Bhuvan, Meena Nahta, Neshma Chemburkar, Saumya Daan, Sonal Kaushal                                                                                          ;;July 11, 2019     ;2019;TV-Y7   ;67 min  ;Children & Family Movies, Comedies                               ;Little Singham's sidekick monkey, Chikki, is stuck in the magical land of Bandarpur! Can the kid cop save his beloved pet before danger strikes?           
80995081;Movie  ;Little Singham: Mahabali                                                       ;Prakash Satam                                                                                         ;Saumya Daan, Sonal Kaushal, Anamaya Verma, Ganesh Divekar, Neshma Chemburkar                                                                                                                                                                         ;;November 27, 2019 ;2019;TV-Y7   ;69 min  ;Children & Family Movies, Comedies                               ;In a journey back in time to the ancient city of Mirchigadh, Little Singham vies for the title of Ultimate Warrior and fights a zombie king’s army.      
80995575;Movie  ;The Birth Reborn                                                               ;Eduardo Chauvet                                                                                       ;;Brazil                                             ;August 10, 2018   ;2013;TV-14   ;91 min  ;Documentaries, International Movies                              ;Mothers and medical professionals speak about their experiences with the increasingly controversial practice of Caesarean deliveries in Brazil.            
80995576;Movie  ;The Birth Reborn                                                               ;Eduardo Chauvet                                                                                       ;;;October 1, 2018   ;2018;TV-MA   ;91 min  ;Documentaries, International Movies                              ;Featuring experts in their fields and raw and moving footage, this documentary makes a case for increased autonomy in women's choices for childbirth.      
80995577;Movie  ;The Birth Reborn 3                                                             ;Eduardo Chauvet                                                                                       ;;Brazil                                             ;December 28, 2018 ;2018;TV-MA   ;73 min  ;Documentaries, International Movies                              ;This intimate look at a São Paulo birth center features interviews with mothers, activists, doctors and midwives. Third in a series of films.             
80995687;Movie  ;Little Singham: Kaal Ki Tabaahi                                                ;Prakash Satam                                                                                         ;;;October 19, 2019  ;2019;TV-Y7   ;66 min  ;Children & Family Movies, Comedies                               ;Kaal is back – bigger and badder than ever! Can Little Singham fight the battle of a lifetime to stop the demon’s plans to wreak havoc on earth?       
80995991;Movie  ;Vir Das: Losing It                                                             ;Marcus Raboy                                                                                          ;Vir Das                                                                                                                                                                                                                                              ;;December 11, 2018 ;2018;TV-MA   ;68 min  ;Stand-Up Comedy                                                  ;The world's got a lot of problems, but Vir Das has a lot of answers as he discusses travel, religion, his childhood and more in this stand-up special.     
80996338;TV Show;Typewriter                                                                     ;;Aarna Sharma, Aaryansh Malviya, Mikail Gandhi, Palash Kamble, Jishu Sengupta, Palomi Ghosh, Purab Kohli, Sameer Kochhar, Sara Gesawat                                                                                                                ;India                                              ;July 19, 2019     ;2019;TV-MA   ;1 Season;International TV Shows, TV Horror, TV Mysteries                  ;Three young friends in Goa plan to search an old villa for ghosts, but when a new family moves in, the home’s buried past resurfaces in chilling ways.   
80996343;Movie  ;Our Shining Days                                                               ;;Lulu Xu, Yuchang Peng, Mingjie Luo, Yongxi Liu, Zhongyu Han, Zhaohua Lu                                                                                                                                                                              ;China                                              ;July 1, 2018      ;2017;TV-PG   ;103 min ;Comedies, Dramas, International Movies                           ;In a battle of the bands, a percussions student and her musical kindred spirits set out to prove the merits of Chinese folk against the Western canon.     
80996455;TV Show;Borges                                                                         ;;Thati Lopes, Antonio Pedro Tabet, Karina Ramil, Rafael Portugal, Luis Lobianco                                                                                                                                                                       ;Brazil                                             ;June 25, 2018     ;2018;TV-MA   ;1 Season;International TV Shows, TV Comedies                              ;Left deeply in debt after their boss flees the country, four import company employees start producing online video content to keep themselves afloat.      
80996626;TV Show;Dance & Sing with True                                                         ;;Michela Luci, Jamie Watson, Anna Claire Bartlam, Dante Zee, Eric Peterson                                                                                                                                                                            ;;May 18, 2018      ;2018;TV-Y    ;1 Season;Kids' TV                                                         ;True and her friends are making music – and they want you to dance and sing along. So cut loose, silly goose! These fun beats are totally sweet.         
